H/T,Category,CS
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2787),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2787)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2788),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2788)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2789),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2789)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2790),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2790)"
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2791),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2791)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2792),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2792)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2793),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2793)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2794),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2794)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2795),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2795)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2796),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2796)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2797),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2797)"
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2798),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2798)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2799),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2799)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2800),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2800)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2801),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2801)
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2802),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2802)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2803),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2803)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2804),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2804)"
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2805),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2805)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2806),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2806)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2807),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2807)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2808),Transphobic-Threatening,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (2808)
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2809),Transphobic-Threatening,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (2809)
ഇത് നാം തടയാതെ പോയാൽ നമ്മുടെ കുടുംബങ്ങളെ തന്നെ ബാധിക്കും. (2810),Transphobic-Threatening,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (2810)
ഇങ്ങനെ സ്ത്രീ വേഷത്തിൽ കാൽവെക്കുന്ന പുരുഷന്മാരെ പോലീസ് പിടിക്കണം. (2811),Transphobic-Threatening,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (2811)"
ഇവരുടെ സ്വാതന്ത്ര്യം നമ്മെ അപമാനിക്കുന്നു. ശക്തമായി എതിര്‍ക്കണം. (2812),Transphobic-Threatening,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (2812)
ഇവരെ സമൂഹത്തിൽ സ്വീകരിക്കരുത്. ഇവർ വെറുമൊരു അപകടം. (2813),Transphobic-Threatening,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (2813)"
ഇതൊക്കെ പ്രോത്സാഹിപ്പിച്ചാൽ നാളെ സത്യം ഉണരാൻ ആരും ഉണ്ടാവില്ല. (2814),Transphobic-Threatening,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (2814)
